model,seed,fold,epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy
feature_linear,42,2,5,0.670470002151671,0.6428753762018113,0.6468253968253969,0.653262734413147,0.671875
feature_linear,42,2,6,0.6680421885989961,0.635661488487607,0.6666666666666666,0.6411791741847992,0.6875
feature_linear,42,2,7,0.6587918268309699,0.6300328345525832,0.6626984126984127,0.6452560424804688,0.65625
feature_linear,42,2,8,0.6500015921062894,0.6253013686528281,0.6587301587301587,0.6362400054931641,0.671875
feature_linear,42,2,9,0.6430632046290806,0.6222695698813786,0.6428571428571429,0.6239773333072662,0.703125
feature_linear,42,2,10,0.6449800644602094,0.6184041386558896,0.6468253968253969,0.6221123337745667,0.6875
feature_linear,42,2,11,0.6427202328803048,0.6127635259476919,0.6507936507936508,0.6259800493717194,0.734375
feature_linear,42,2,12,0.6277977190320454,0.6092595221504332,0.6706349206349206,0.6321461498737335,0.65625
feature_linear,42,2,13,0.635331360120622,0.6077733191232833,0.6746031746031746,0.6396353244781494,0.65625
feature_linear,42,2,14,0.6581089941282121,0.6039936731732081,0.6706349206349206,0.6286298632621765,0.6875
feature_linear,42,2,15,0.626112371210068,0.6013667848375108,0.6785714285714286,0.621476948261261,0.6875
feature_linear,42,2,16,0.6248977165373545,0.5982028946043954,0.6904761904761905,0.6226460635662079,0.671875
feature_linear,42,2,17,0.6254101121236407,0.5953003187028189,0.6944444444444444,0.6214682161808014,0.640625
feature_linear,42,2,18,0.5925690418197995,0.5924596332368397,0.6865079365079365,0.6170054078102112,0.65625
feature_linear,42,2,19,0.6125944351393079,0.589724684518481,0.7023809523809523,0.6165319979190826,0.65625
feature_linear,42,2,20,0.6060754912240165,0.587479485405816,0.6944444444444444,0.6089875102043152,0.65625
feature_linear,42,3,1,0.77444777917485,0.7010482893630922,0.5098814229249012,0.7193774268740699,0.5396825396825397
feature_linear,42,3,2,0.6921393072652251,0.6683439473389637,0.5889328063241107,0.6859834156339131,0.5873015873015873
feature_linear,42,3,3,0.6921157669644111,0.6525422499585057,0.616600790513834,0.6755624801393539,0.6349206349206349
feature_linear,42,3,4,0.6864799628615851,0.6421333358221846,0.6007905138339921,0.6676872192867218,0.6349206349206349
feature_linear,42,3,5,0.6469776993212493,0.6331324143843218,0.6205533596837944,0.6670821053641183,0.6190476190476191
feature_linear,42,3,6,0.6914971638102776,0.6259638292516173,0.6284584980237155,0.6643272884308346,0.6190476190476191
feature_linear,42,3,7,0.6440873777442299,0.620873982727292,0.6324110671936759,0.6648946186852833,0.6190476190476191
feature_linear,42,3,8,0.6379027967396461,0.6159787234581506,0.6679841897233202,0.6693399217393663,0.5873015873015873
feature_linear,42,3,9,0.6360247823089479,0.6122328490607823,0.6600790513833992,0.6672932458302331,0.5873015873015873
feature_linear,42,3,10,0.6478933633080585,0.6083481905488629,0.6600790513833992,0.6647726694742838,0.5873015873015873
feature_linear,42,3,11,0.6194473754747112,0.6041159120944177,0.6679841897233202,0.6646824185810392,0.6349206349206349
feature_linear,42,3,12,0.6268494367128304,0.6002030127604489,0.6679841897233202,0.6665346963065011,0.6507936507936508
feature_linear,42,3,13,0.6107017011510525,0.5972581418606604,0.6600790513833992,0.6644298614017548,0.6666666666666666
feature_linear,42,3,14,0.6063954735933085,0.5935631175286213,0.6679841897233202,0.6681677803160653,0.6666666666666666
feature_linear,42,3,15,0.6079706570847704,0.5901075823033751,0.6837944664031621,0.6689931778680711,0.6666666666666666
feature_linear,42,3,16,0.6274423321245216,0.5875649433362155,0.6798418972332015,0.6674400208488344,0.6666666666666666
feature_linear,42,3,17,0.6224832471180339,0.5846314411389498,0.6877470355731226,0.6707640753851997,0.6666666666666666
feature_linear,42,3,18,0.6130398556648978,0.5821952442877849,0.6877470355731226,0.674231937953404,0.6190476190476191
feature_linear,42,3,19,0.6105403845960443,0.5790090523218449,0.6877470355731226,0.6710821182008774,0.6825396825396826
feature_linear,42,3,20,0.5962122459656636,0.5761499668769685,0.691699604743083,0.6703255971272787,0.6190476190476191
feature_linear,42,4,1,0.7992031157252346,0.7103531878927479,0.5335968379446641,0.7498270367819165,0.5555555555555556
feature_linear,42,4,2,0.7137748349325459,0.6782536412416239,0.5612648221343873,0.740423838297526,0.5555555555555556
feature_linear,42,4,3,0.6834934009864867,0.660026572909751,0.5889328063241107,0.7467892661927238,0.5079365079365079
feature_linear,42,4,4,0.7073780814178376,0.6526969185930939,0.5731225296442688,0.7533456408788287,0.5079365079365079
feature_linear,42,4,5,0.6837299951451569,0.6427518520430614,0.5849802371541502,0.7563564663841611,0.5079365079365079
feature_linear,42,4,6,0.6535515106713818,0.6357861620635383,0.6047430830039525,0.7549064575679718,0.5079365079365079
feature_linear,42,4,7,0.6358592658646022,0.6293422940220286,0.6126482213438735,0.7473658909873356,0.5079365079365079
feature_linear,42,4,8,0.6270748836249702,0.6241178851824976,0.6086956521739131,0.7295018756200397,0.5238095238095238
feature_linear,42,4,9,0.6459122132878059,0.6183735391368037,0.6205533596837944,0.7201502663748605,0.5238095238095238
feature_linear,42,4,10,0.6292354617665408,0.6131682414782377,0.6324110671936759,0.7256494855123853,0.5396825396825397
feature_linear,42,4,11,0.6308673610800339,0.608605185045084,0.6324110671936759,0.7252732231503441,0.5396825396825397
feature_linear,42,4,12,0.622523117913559,0.6041006909999923,0.6442687747035574,0.7251599932473803,0.5238095238095238
feature_linear,42,4,13,0.6234769766980951,0.6001751224985236,0.6640316205533597,0.7188250526549325,0.5238095238095238
feature_linear,42,4,14,0.6100950078530745,0.5975783464936871,0.6482213438735178,0.7181315043615917,0.5714285714285714
feature_linear,42,4,15,0.6194732827631381,0.5934249176809439,0.6679841897233202,0.7143165648929657,0.5714285714285714
feature_linear,42,4,16,0.6184809985368148,0.5902175865625675,0.6679841897233202,0.7157435341486855,0.5714285714285714
feature_linear,42,4,17,0.5965144801516777,0.586896425179342,0.6798418972332015,0.7066928924076141,0.5714285714285714
feature_linear,42,4,18,0.6175672906660751,0.5841807301336598,0.6877470355731226,0.7082068125406901,0.5079365079365079
feature_linear,42,4,19,0.5964297767684393,0.5805436123029988,0.691699604743083,0.7090040539938306,0.5238095238095238
feature_linear,42,4,20,0.6050236371194893,0.5771900071456969,0.6996047430830039,0.7101983267163473,0.5238095238095238
feature_linear,42,5,1,0.7923185004024055,0.7208021644532211,0.5275590551181102,0.7863488043508222,0.45161290322580644
feature_linear,42,5,2,0.7423059297358896,0.695358937180887,0.5511811023622047,0.7558356254331527,0.46774193548387094
feature_linear,42,5,3,0.7469808670479482,0.6787424838449073,0.594488188976378,0.7476678971321352,0.5
feature_linear,42,5,4,0.6923030628932743,0.6654267123365026,0.6141732283464567,0.736521105612478,0.5161290322580645
feature_linear,42,5,5,0.702617310163543,0.6537628474197988,0.6220472440944882,0.7331637105634136,0.5
feature_linear,42,5,6,0.6817900740255521,0.6459871877835491,0.6220472440944882,0.7292102075392201,0.45161290322580644
feature_linear,42,5,7,0.6578352554576603,0.639067950211172,0.6338582677165354,0.7294776362757529,0.5
feature_linear,42,5,8,0.6468926485129228,0.6328358537568821,0.6338582677165354,0.7268980087772492,0.5
feature_linear,42,5,9,0.6557144827730074,0.6270419518778644,0.6496062992125984,0.7246695180093089,0.5
feature_linear,42,5,10,0.6333053501572196,0.6222008607518954,0.65748031496063,0.7275042072419198,0.46774193548387094
feature_linear,42,5,11,0.6526615938802404,0.619231652087114,0.6496062992125984,0.7243424384824692,0.5
feature_linear,42,5,12,0.6578184065856333,0.6142646083681602,0.6653543307086615,0.7225842014435799,0.5161290322580645
feature_linear,42,5,13,0.6142227199133925,0.609936954468254,0.6692913385826772,0.7219143836728988,0.4838709677419355
feature_linear,42,5,14,0.6378761309338367,0.6059898391483337,0.6732283464566929,0.7184611289731918,0.5483870967741935
feature_linear,42,5,15,0.6295835530664039,0.6026265602412186,0.6692913385826772,0.7187136065575385,0.532258064516129
feature_linear,42,5,16,0.6375211838662155,0.5991363225020762,0.6732283464566929,0.7166588383336221,0.5483870967741935
feature_linear,42,5,17,0.6094151955889905,0.5957351594459354,0.6811023622047244,0.7140695202735162,0.5
feature_linear,42,5,18,0.6025596035747077,0.5928850924874854,0.6850393700787402,0.7134782421973443,0.5
feature_linear,42,5,19,0.5986787521933007,0.5898666306743472,0.6692913385826772,0.7099260514782321,0.5645161290322581
feature_linear,42,5,20,0.6253071643236116,0.5872716903686523,0.6811023622047244,0.7065083596014208,0.5483870967741935
feature_linear,43,1,1,0.7763566034180778,0.7015517325628371,0.5476190476190477,0.7169622182846069,0.609375
feature_linear,43,1,2,0.7253099992161706,0.6730907152569483,0.6071428571428571,0.7074735164642334,0.53125
feature_linear,43,1,3,0.6897150041565062,0.6570770929730128,0.6190476190476191,0.6976817846298218,0.53125
feature_linear,43,1,4,0.6736592054367065,0.6442098768930586,0.6309523809523809,0.6850874722003937,0.578125
feature_linear,43,1,5,0.6899615289672972,0.6331894889710441,0.6388888888888888,0.6769798994064331,0.546875
feature_linear,43,1,6,0.6762910087903341,0.6258327393304735,0.6388888888888888,0.673542320728302,0.578125
feature_linear,43,1,7,0.6445116769699824,0.61962828560481,0.6468253968253969,0.6692871451377869,0.59375
feature_linear,43,1,8,0.6494630016977825,0.6145279293968564,0.6507936507936508,0.6679931581020355,0.578125
feature_linear,43,1,9,0.6201081124563066,0.6095612465389191,0.6587301587301587,0.6630538403987885,0.625
feature_linear,43,1,10,0.6176238334368146,0.6049964541480655,0.6388888888888888,0.6650411784648895,0.609375
feature_linear,43,1,11,0.615429921755715,0.6012346555316259,0.6626984126984127,0.6624419987201691,0.609375
feature_linear,43,1,12,0.619156921666766,0.5989067289564345,0.6825396825396826,0.6613755226135254,0.5625
feature_linear,43,1,13,0.6318877112297785,0.5949717097812228,0.6785714285714286,0.6598163545131683,0.609375
feature_linear,43,1,14,0.6096504094108702,0.5912257754613482,0.6825396825396826,0.6590674221515656,0.625
feature_linear,43,1,15,0.6092057114555722,0.588098889305478,0.6865079365079365,0.6557307541370392,0.59375
feature_linear,43,1,16,0.6134625361079261,0.5847690143282451,0.6984126984126984,0.6536074876785278,0.609375
feature_linear,43,1,17,0.6087327362999083,0.5823885561927916,0.6904761904761905,0.6511740684509277,0.609375
feature_linear,43,1,18,0.5994078999473935,0.5799500715164911,0.7023809523809523,0.6486251354217529,0.609375
feature_linear,43,1,19,0.6055700078843131,0.5774834004659501,0.6865079365079365,0.6521405577659607,0.59375
feature_linear,43,1,20,0.5948314449143788,0.5746735693916442,0.6944444444444444,0.6521924436092377,0.609375
feature_linear,43,2,1,0.8478548744368175,0.7225135394505092,0.5396825396825397,0.7498020529747009,0.46875
feature_linear,43,2,2,0.7458206642241705,0.689554804847354,0.5952380952380952,0.6798286437988281,0.609375
feature_linear,43,2,3,0.7064655158254836,0.6824500295850966,0.5793650793650794,0.6575426161289215,0.609375
feature_linear,43,2,4,0.6939420936599611,0.6703082947503953,0.5952380952380952,0.6539321541786194,0.625
feature_linear,43,2,5,0.6879164302159869,0.6590719979906839,0.6150793650793651,0.6548281908035278,0.640625
feature_linear,43,2,6,0.6824156055374752,0.649451217954121,0.6309523809523809,0.6630546450614929,0.578125
feature_linear,43,2,7,0.6674745972194369,0.642554245297871,0.626984126984127,0.6655256748199463,0.53125
feature_linear,43,2,8,0.7006949772910466,0.6356598384796627,0.6309523809523809,0.6668573021888733,0.5625
feature_linear,43,2,9,0.6402444811094374,0.6297678720383417,0.6468253968253969,0.6611422598361969,0.5625
feature_linear,43,2,10,0.6398440107466683,0.6233773004441034,0.626984126984127,0.6536048352718353,0.546875
feature_linear,43,2,11,0.6274019593284244,0.6173490494016617,0.6428571428571429,0.6567209661006927,0.59375
feature_linear,43,2,12,0.620673279913645,0.6137485655527266,0.6507936507936508,0.6574904918670654,0.625
feature_linear,43,2,13,0.6223734238791088,0.6091413724990118,0.6626984126984127,0.6628929674625397,0.640625
feature_linear,43,2,14,0.6281984505199251,0.6046757092551579,0.6587301587301587,0.65999835729599,0.625
feature_linear,43,2,15,0.6135528352525499,0.6015156261504643,0.6547619047619048,0.6619836986064911,0.609375
feature_linear,43,2,16,0.6398816629061623,0.5978124179537334,0.6666666666666666,0.6607336103916168,0.609375
feature_linear,43,2,17,0.5977514613242376,0.5947665789770702,0.6666666666666666,0.6660974025726318,0.625
feature_linear,43,2,18,0.6005137893888686,0.5922347931634813,0.6626984126984127,0.6679648458957672,0.65625
feature_linear,43,2,19,0.6315606756815835,0.5888377976795983,0.6706349206349206,0.6653930842876434,0.640625
feature_linear,43,2,20,0.6102915699519809,0.5857230368114653,0.6666666666666666,0.6625383496284485,0.640625
feature_linear,43,3,1,0.7829687828602998,0.6990779756086146,0.525691699604743,0.6756643567766462,0.49206349206349204
feature_linear,43,3,2,0.7176776118429282,0.6809449930907238,0.5810276679841897,0.6637879931737506,0.6190476190476191
feature_linear,43,3,3,0.7196595859621825,0.6692943045273129,0.6007905138339921,0.6590287042042565,0.6031746031746031
feature_linear,43,3,4,0.708263269055031,0.6588219503169003,0.616600790513834,0.6545087420751178,0.6349206349206349
feature_linear,43,3,5,0.6664209660334078,0.6498101502067958,0.6245059288537549,0.6526508634052579,0.6349206349206349
feature_linear,43,3,6,0.6898639286930853,0.6433269214253181,0.6047430830039525,0.6506305270724826,0.6349206349206349
feature_linear,43,3,7,0.6612916473343439,0.6386668314575678,0.6284584980237155,0.6487999567909847,0.6031746031746031
feature_linear,43,3,8,0.6651194032001873,0.6344530836866779,0.6205533596837944,0.6490410396030971,0.6031746031746031
feature_linear,43,3,9,0.6500888443275874,0.6290282901567904,0.6324110671936759,0.6479289039732918,0.6031746031746031
feature_linear,43,3,10,0.6442683671302947,0.6245610233352118,0.6403162055335968,0.6479521857367622,0.6031746031746031
feature_linear,43,3,11,0.649005709665095,0.6207260915884387,0.6521739130434783,0.6448362138536241,0.5873015873015873
feature_linear,43,3,12,0.6473059870980002,0.6169256579734591,0.6521739130434783,0.6429078843858507,0.6031746031746031
feature_linear,43,3,13,0.6402997398093755,0.6139472162299476,0.6719367588932806,0.6449397253611732,0.6031746031746031
feature_linear,43,3,14,0.640997279302876,0.6102330354833791,0.6758893280632411,0.642478519015842,0.5714285714285714
feature_linear,43,3,15,0.6247502984736748,0.6068439483642578,0.6640316205533597,0.642934556991335,0.5396825396825397
feature_linear,43,3,16,0.6467806998448881,0.6045509006666101,0.6640316205533597,0.6457300337534102,0.5555555555555556
feature_linear,43,3,17,0.6167397001986447,0.6015770802855963,0.6482213438735178,0.6445893181694878,0.5555555555555556
feature_linear,43,3,18,0.6166613608480913,0.5987825582149943,0.6482213438735178,0.644299068148174,0.5555555555555556
feature_linear,43,3,19,0.6141373406757008,0.5956487014830819,0.6679841897233202,0.6408290257529606,0.6349206349206349
feature_linear,43,3,20,0.6319730965045129,0.5934832124370831,0.6837944664031621,0.6414716205899678,0.6349206349206349
feature_linear,43,4,1,0.7785697009252466,0.7015167356950963,0.5375494071146245,0.7363177405463325,0.5555555555555556
feature_linear,43,4,2,0.7160834771371171,0.6796127213790953,0.5731225296442688,0.7658751351492745,0.5555555555555556
feature_linear,43,4,3,0.6834467357326403,0.6736746022823771,0.5770750988142292,0.7834768749418712,0.6031746031746031
feature_linear,43,4,4,0.7139142876557211,0.6613589652442178,0.5731225296442688,0.755204094780816,0.5873015873015873
feature_linear,43,4,5,0.6730206978650903,0.6525646631896731,0.5968379446640316,0.7283650352841332,0.6031746031746031
feature_linear,43,4,6,0.6897068370001118,0.6447205524670748,0.616600790513834,0.7216021522643075,0.5714285714285714
feature_linear,43,4,7,0.6703797232492168,0.6373924587083899,0.6363636363636364,0.7152258555094401,0.5714285714285714
feature_linear,43,4,8,0.6410917731613038,0.6319156541183532,0.6324110671936759,0.7092918214343843,0.5714285714285714
feature_linear,43,4,9,0.653467230881627,0.6248739114391945,0.6363636363636364,0.7049489096989707,0.5714285714285714
feature_linear,43,4,10,0.6659073186486135,0.6198953658695748,0.6205533596837944,0.7111053466796875,0.5555555555555556
feature_linear,43,4,11,0.6355430078600707,0.6158715877608348,0.6245059288537549,0.712306401086232,0.5714285714285714
feature_linear,43,4,12,0.6023181658017306,0.6096546866677024,0.6324110671936759,0.7019372062077598,0.5714285714285714
feature_linear,43,4,13,0.627801605599671,0.6051188570708625,0.6561264822134387,0.6944583105662513,0.5714285714285714
feature_linear,43,4,14,0.6196929279994587,0.6014410667268655,0.6482213438735178,0.7050418248252263,0.5714285714285714
feature_linear,43,4,15,0.6177204197103326,0.5977395702256516,0.6719367588932806,0.7094245789543031,0.5555555555555556
feature_linear,43,4,16,0.6161438078277196,0.5933086787287897,0.6679841897233202,0.7106937226795015,0.5555555555555556
feature_linear,43,4,17,0.6158080256503561,0.588318628755954,0.6640316205533597,0.7104775262257409,0.5555555555555556
feature_linear,43,4,18,0.5817347437496713,0.5850211509131631,0.6521739130434783,0.7043987455822173,0.5714285714285714
feature_linear,43,4,19,0.6000037393551099,0.5820980524357129,0.6758893280632411,0.7018412029932416,0.5555555555555556
feature_linear,43,4,20,0.6055461988147539,0.5790471012884449,0.6798418972332015,0.6960193694583954,0.5555555555555556
feature_linear,43,5,1,0.7436160107297222,0.6836162852490042,0.5669291338582677,0.7167210425100019,0.5161290322580645
feature_linear,43,5,2,0.7295455974856699,0.6631701987559401,0.5866141732283464,0.6856182467552924,0.4838709677419355
feature_linear,43,5,3,0.6806948283525902,0.6501008657019908,0.610236220472441,0.6769081238777407,0.5161290322580645
feature_linear,43,5,4,0.6595112531203923,0.6360856679480845,0.6338582677165354,0.6756247858847341,0.5645161290322581
feature_linear,43,5,5,0.6368125296953157,0.6258155717624454,0.65748031496063,0.6786782049363659,0.6129032258064516
feature_linear,43,5,6,0.6453153749150554,0.6185965275201272,0.65748031496063,0.6849965126283707,0.6129032258064516
feature_linear,43,5,7,0.6291914643265131,0.6121917259036087,0.6653543307086615,0.6848852096065399,0.6129032258064516
feature_linear,43,5,8,0.6520120111976083,0.6064994766956239,0.65748031496063,0.6837539672851562,0.6129032258064516
feature_linear,43,5,9,0.6022676243556766,0.6014749421848087,0.6653543307086615,0.6827941402312248,0.5806451612903226
feature_linear,43,5,10,0.654066396979835,0.5969609463308739,0.6811023622047244,0.6874205681585497,0.5806451612903226
feature_linear,43,5,11,0.6534221974883493,0.5931264622004953,0.6732283464566929,0.6898323797410534,0.5645161290322581
feature_linear,43,5,12,0.6095130621917605,0.5882962970283088,0.6889763779527559,0.6854162216186523,0.5645161290322581
feature_linear,43,5,13,0.5927600245776139,0.5844264593650037,0.6850393700787402,0.685186170762585,0.5806451612903226
feature_linear,43,5,14,0.6069849208583982,0.580823275047963,0.6889763779527559,0.6866015465028824,0.5483870967741935
feature_linear,43,5,15,0.6006607385132257,0.5767524599090336,0.6889763779527559,0.6927046314362557,0.5645161290322581
feature_linear,43,5,16,0.5960546257927661,0.5737765755240373,0.7007874015748031,0.698050191325526,0.5645161290322581
feature_linear,43,5,17,0.6045927954471018,0.5711046053668646,0.6968503937007874,0.6942658270559003,0.5645161290322581
feature_linear,43,5,18,0.5922659199068866,0.568386791259285,0.6929133858267716,0.6917243465300529,0.5483870967741935
feature_linear,43,5,19,0.6043891165200181,0.5654620823897715,0.7086614173228346,0.6864558804419733,0.5645161290322581
feature_linear,43,5,20,0.608644516449275,0.5629067683783103,0.7047244094488189,0.6873811291110131,0.5806451612903226
feature_linear,44,1,1,0.7736156015169053,0.7077946360149081,0.5079365079365079,0.7100375592708588,0.546875
feature_linear,44,1,2,0.7422298533575875,0.6879321052914574,0.5396825396825397,0.6951970756053925,0.53125
feature_linear,44,1,3,0.712332808782184,0.6845993011716812,0.5357142857142857,0.6989267468452454,0.5625
feature_linear,44,1,4,0.704331204058632,0.668471169850183,0.5793650793650794,0.689895749092102,0.546875
feature_linear,44,1,5,0.6912786799763876,0.6572514034452892,0.5714285714285714,0.6825467050075531,0.5625
feature_linear,44,1,6,0.6750741761828226,0.6525093184577094,0.5793650793650794,0.6748886406421661,0.609375
feature_linear,44,1,7,0.6573930420572796,0.6466723396664574,0.5992063492063492,0.6721757352352142,0.59375
feature_linear,44,1,8,0.6527241534656949,0.6403282786172534,0.5912698412698413,0.666505753993988,0.578125
feature_linear,44,1,9,0.6554923577914162,0.6350203090243869,0.5992063492063492,0.6670920848846436,0.640625
feature_linear,44,1,10,0.6602444355449979,0.6296124231247675,0.5912698412698413,0.6657682657241821,0.59375
feature_linear,44,1,11,0.6472019070670718,0.6250066984267462,0.5992063492063492,0.6597297191619873,0.625
feature_linear,44,1,12,0.655730835029057,0.6208878925868443,0.5873015873015873,0.6552947759628296,0.625
feature_linear,44,1,13,0.6302816205554538,0.6165349748399522,0.6111111111111112,0.6571205854415894,0.640625
feature_linear,44,1,14,0.640079643045153,0.6135147942437066,0.623015873015873,0.6453227698802948,0.671875
feature_linear,44,1,15,0.6417004437673659,0.6111883435930524,0.623015873015873,0.6410261690616608,0.6875
feature_linear,44,1,16,0.6198655783183991,0.6077362469264439,0.626984126984127,0.6422328054904938,0.65625
feature_linear,44,1,17,0.645571870463235,0.6045650300525484,0.626984126984127,0.6398830711841583,0.671875
feature_linear,44,1,18,0.6312763747714815,0.6015454322572739,0.6309523809523809,0.6343088448047638,0.65625
feature_linear,44,1,19,0.6388035851811605,0.5994666644505092,0.6349206349206349,0.6310342252254486,0.65625
feature_linear,44,1,20,0.6455775811558678,0.5965422827099996,0.6626984126984127,0.632472574710846,0.671875
feature_linear,44,2,1,0.6990707393676515,0.6654257774353027,0.5833333333333334,0.7396490275859833,0.4375
feature_linear,44,2,2,0.7097266221803332,0.6491155094570584,0.6111111111111112,0.7586470544338226,0.484375
feature_linear,44,2,3,0.6493370334307352,0.6391619954790387,0.626984126984127,0.7712098062038422,0.46875
feature_linear,44,2,4,0.6614669457314506,0.6296747601221478,0.626984126984127,0.7643847167491913,0.453125
feature_linear,44,2,5,0.6756565107239617,0.6227573364500015,0.6309523809523809,0.7703486382961273,0.453125
feature_linear,44,2,6,0.6543174348180256,0.6172686077299572,0.6428571428571429,0.762397825717926,0.453125
feature_linear,44,2,7,0.661460574657198,0.6131733409942143,0.6547619047619048,0.7567287683486938,0.453125
feature_linear,44,2,8,0.6265742485485379,0.6065793718610492,0.6349206349206349,0.7495526075363159,0.46875
feature_linear,44,2,9,0.6422832863671439,0.6021648512946235,0.6428571428571429,0.7493447065353394,0.484375
feature_linear,44,2,10,0.6347208675884065,0.5978106846885075,0.6428571428571429,0.7489184737205505,0.5
feature_linear,44,2,11,0.6175530552864075,0.5944481955634223,0.6507936507936508,0.7455684840679169,0.5
feature_linear,44,2,12,0.6256084016391209,0.5909501408773755,0.6626984126984127,0.7431695461273193,0.5
feature_linear,44,2,13,0.6052496707628644,0.5876981341649615,0.6547619047619048,0.7419912219047546,0.53125
feature_linear,44,2,14,0.59413352655986,0.5847332061283173,0.6666666666666666,0.7362874746322632,0.53125
feature_linear,44,2,15,0.6363035449906002,0.5817201099698506,0.6706349206349206,0.735956221818924,0.546875
feature_linear,44,2,16,0.6263699257184588,0.578655341314891,0.6825396825396826,0.741503894329071,0.53125
feature_linear,44,2,17,0.6057265542802357,0.5759870665413993,0.6904761904761905,0.7363334894180298,0.53125
feature_linear,44,2,18,0.5864411526256137,0.5733686780172681,0.6904761904761905,0.7344746589660645,0.546875
feature_linear,44,2,19,0.6023156169861082,0.5706195528545077,0.7063492063492064,0.7332044541835785,0.546875
feature_linear,44,2,20,0.6062113302094596,0.5692660392276825,0.6984126984126984,0.7329773008823395,0.5625
feature_linear,44,3,1,0.7551216662165676,0.6961601996139104,0.5691699604743083,0.6822012038457961,0.6507936507936508
feature_linear,44,3,2,0.7112324131807319,0.6700919984357631,0.5731225296442688,0.6914766705225385,0.5714285714285714
feature_linear,44,3,3,0.693671767890689,0.6539938327352048,0.616600790513834,0.6933210160997179,0.5714285714285714
feature_linear,44,3,4,0.6430817576265146,0.6378179180763456,0.6324110671936759,0.6899988991873605,0.5555555555555556
feature_linear,44,3,5,0.6601707174372767,0.6258556984158844,0.6363636363636364,0.684739521571568,0.5396825396825397
feature_linear,44,3,6,0.6576271266805325,0.6181548876253512,0.6324110671936759,0.6873887077210441,0.5396825396825397
feature_linear,44,3,7,0.627779653656624,0.6115180079644847,0.6403162055335968,0.6952604263547867,0.5396825396825397
feature_linear,44,3,8,0.623760146585849,0.6048510555222101,0.6482213438735178,0.6929807511586992,0.5396825396825397
feature_linear,44,3,9,0.6333804377925255,0.6010317821276517,0.6442687747035574,0.6928570157005673,0.5396825396825397
feature_linear,44,3,10,0.6413905679472821,0.5964135030512753,0.6600790513833992,0.6921312241327195,0.5238095238095238
feature_linear,44,3,11,0.6471657307722823,0.592061174716874,0.6758893280632411,0.7078152308388362,0.5238095238095238
feature_linear,44,3,12,0.619450216707976,0.5877968332041865,0.6798418972332015,0.7077556791759673,0.5396825396825397
feature_linear,44,3,13,0.6068750205247299,0.5830990636772789,0.6719367588932806,0.7014424157521081,0.5238095238095238
feature_linear,44,3,14,0.609827786330649,0.5797952267492241,0.6640316205533597,0.7035187312534877,0.5396825396825397
feature_linear,44,3,15,0.5904850260071133,0.5766353607177734,0.6719367588932806,0.7041846986800905,0.5238095238095238
