seed,fold_a,fold_b,branch,class_specific_side,mean_abs_cosine,minimum_abs_cosine,mean_principal_angle_deg,maximum_principal_angle_deg
42,4,5,erd,left,0.912804661458963,0.7752635823269478,20.258622634382764,39.17106402999077
42,4,5,erd,right,0.754723021005706,0.39003131922234896,33.96432008007132,67.04355181143119
43,1,2,bp,left,0.49916059002361135,0.49916059002361135,60.05551939553043,60.05551939553043
43,1,2,bp,right,0.7256532014982326,0.7256532014982326,43.47678635087065,43.47678635087065
43,1,2,erd,left,0.7780585550047925,0.36216255492534644,29.219552010615686,68.76693454257888
43,1,2,erd,right,0.6487137514268823,0.02950210663788638,39.557985819222495,88.30940850116822
43,1,3,bp,left,0.7672183414998123,0.7672183414998123,39.89524873751428,39.89524873751428
43,1,3,bp,right,0.07228426916011568,0.07228426916011568,85.8548013055798,85.8548013055798
43,1,3,erd,left,0.9158225744590937,0.7843898977254553,19.912206679490275,38.3357135787588
43,1,3,erd,right,0.6880843570408252,0.20962570678412093,38.73035437200357,77.89958138522358
43,1,4,bp,left,0.7138341225640988,0.7138341225640988,44.452267418936216,44.452267418936216
43,1,4,bp,right,0.5473910326222693,0.5473910326222693,56.811789635234135,56.811789635234135
43,1,4,erd,left,0.7556713140828872,0.3155539606989097,32.20528027514479,71.60574087331956
43,1,4,erd,right,0.799036368477414,0.450278836493352,29.3388288471124,63.23842478348518
43,1,5,bp,left,0.7189119316768928,0.7189119316768928,44.035279581887856,44.035279581887856
43,1,5,bp,right,0.5364108634649729,0.5364108634649729,57.560356622591726,57.560356622591726
43,1,5,erd,left,0.6709707585738564,0.05028859313349289,36.27951685369747,87.11746002108035
43,1,5,erd,right,0.7023238604513158,0.1649722579357953,35.83555741798194,80.50437712006857
43,2,3,bp,left,0.6396094415286504,0.6396094415286504,50.237297299853765,50.237297299853765
43,2,3,bp,right,0.004521431596255576,0.004521431596255576,89.74094016949749,89.74094016949749
43,2,3,erd,left,0.7069047035554283,0.1479306681015574,33.07829270206478,81.49297526293005
43,2,3,erd,right,0.7883836972447492,0.4502158552362229,31.958297535137543,63.242466159415805
43,2,4,bp,left,0.771070155268837,0.771070155268837,39.54991464485003,39.54991464485003
43,2,4,bp,right,0.5632166527203819,0.5632166527203819,55.72145608343277,55.72145608343277
43,2,4,erd,left,0.7179940610292235,0.17981717577049425,32.683220177219354,79.64088900436465
43,2,4,erd,right,0.8016815222255295,0.4573714964372233,29.056007011619414,62.7823753974178
43,2,5,bp,left,0.5899575310497169,0.5899575310497169,53.84600546641724,53.84600546641724
43,2,5,bp,right,0.6806269313173042,0.6806269313173042,47.107346886826036,47.107346886826036
43,2,5,erd,left,0.9265817755217652,0.8020685149779075,17.619455260900082,36.67191253146966
43,2,5,erd,right,0.847071118276128,0.5984431520651812,26.885664196052446,53.241522192487885
43,3,4,bp,left,0.8870706884560003,0.8870706884560003,27.492571971407045,27.492571971407045
43,3,4,bp,right,0.40619056326118996,0.40619056326118996,66.0342445007738,66.0342445007738
43,3,4,erd,left,0.750108572648727,0.2748754539712913,30.63462763836093,74.04540782735171
43,3,4,erd,right,0.7527817227442908,0.30651860295887573,31.762402239409294,72.15044995310252
43,3,5,bp,left,0.921401569143101,0.921401569143101,22.868150467577003,22.868150467577003
43,3,5,bp,right,0.08995063796822414,0.08995063796822414,84.83923266329874,84.83923266329874
43,3,5,erd,left,0.692836400341279,0.10671718744793324,34.133937549292256,83.87388988917013
43,3,5,erd,right,0.9115812842273446,0.7958288550982897,21.81425855794707,37.266386668943404
43,4,5,bp,left,0.9342153298535826,0.9342153298535826,20.898256420720486,20.898256420720486
43,4,5,bp,right,0.8639839023132612,0.8639839023132612,30.233118070846803,30.233118070846803
43,4,5,erd,left,0.7824802468460971,0.3845931488518287,29.75096425627048,67.38151522838984
43,4,5,erd,right,0.8332801934721,0.5475121178436115,26.751361558398617,56.803499288194665
44,1,2,bp,left,0.7837725507133393,0.7837725507133393,38.392703698654046,38.392703698654046
44,1,2,bp,right,0.6543640364262042,0.6543640364262042,49.12855459639795,49.12855459639795
44,1,2,erd,left,0.7067955922446784,0.1589293862582722,34.009696802153876,80.85524055583305
44,1,2,erd,right,0.8899511529942257,0.7380586569897606,22.988975756855325,42.43369553950875
44,1,3,bp,left,0.600629383099699,0.600629383099699,53.08501279896673,53.08501279896673
44,1,3,bp,right,0.4401792167940971,0.4401792167940971,63.88468356916194,63.88468356916194
44,1,3,erd,left,0.8776394337291079,0.6806947442796608,23.986583454212447,47.10204330567338
44,1,3,erd,right,0.7540412828053,0.30779569786232264,31.84244310458479,72.07356088879395
44,1,4,bp,left,0.5499221933346575,0.5499221933346575,56.638324728883056,56.638324728883056
44,1,4,bp,right,0.37109630361646545,0.37109630361646545,68.21675493992177,68.21675493992177
44,1,4,erd,left,0.8612588529769063,0.6204669047954915,24.528490966853425,51.6497616429363
44,1,4,erd,right,0.9427812885176142,0.8701059451470613,17.375417638223308,29.529046658050003
44,1,5,bp,left,0.42465223218117976,0.42465223218117976,64.87134716892086,64.87134716892086
44,1,5,bp,right,0.12589631435809995,0.12589631435809995,82.76748026073581,82.76748026073581
44,1,5,erd,left,0.7820011723416723,0.38590107179141075,29.58481748631714,67.30030870295751
44,1,5,erd,right,0.8929940371261416,0.7242018436265873,22.28823260332496,43.59750892774266
44,2,3,bp,left,0.2746567028740438,0.2746567028740438,74.05844305349127,74.05844305349127
44,2,3,bp,right,0.11535800654323365,0.11535800654323365,83.37572525836703,83.37572525836703
44,2,3,erd,left,0.7546269686104767,0.3120291151849289,32.334034660650524,71.81844297754101
44,2,3,erd,right,0.7169572491279127,0.22387673155369045,34.84326513453671,77.06316526344037
44,2,4,bp,left,0.7989197151652179,0.7989197151652179,36.97293377631743,36.97293377631743
44,2,4,bp,right,0.7888122996359691,0.7888122996359691,37.92534282560421,37.92534282560421
44,2,4,erd,left,0.7514653211808943,0.2964824981156075,31.79322932305807,72.75354424246046
44,2,4,erd,right,0.8631619129946634,0.6707931065645609,25.065834456187005,47.87169330774326
44,2,5,bp,left,0.5298657357913769,0.5298657357913769,58.003616414371265,58.003616414371265
44,2,5,bp,right,0.5336887153349391,0.5336887153349391,57.744973050263795,57.744973050263795
44,2,5,erd,left,0.858395546363619,0.6240799598325848,25.320467147034265,51.385309231352856
44,2,5,erd,right,0.8563330852583696,0.6207625039869702,24.7416920407414,51.62816204102743
44,3,4,bp,left,0.015038330794661003,0.015038330794661003,89.13833463465922,89.13833463465922
44,3,4,bp,right,0.20728183735276448,0.20728183735276448,78.0368916494541,78.0368916494541
44,3,4,erd,left,0.7981407586956549,0.45669523552795227,30.317241383868065,62.82593818028057
44,3,4,erd,right,0.758665452284847,0.38325660001019196,33.26343205515264,67.46444957530406
44,3,5,bp,left,0.3118669440437156,0.3118669440437156,71.82822271663522,71.82822271663522
44,3,5,bp,right,0.6395069732748708,0.6395069732748708,50.244934443835774,50.244934443835774
44,3,5,erd,left,0.7703249503326309,0.36553620138656123,31.430234425731502,68.5594148265302
44,3,5,erd,right,0.8772062321577668,0.6728663999356229,23.41238501713046,47.71131772169132
44,4,5,bp,left,0.5234434009174957,0.5234434009174957,58.43648723915164,58.43648723915164
44,4,5,bp,right,0.5578272905239844,0.5578272905239844,56.094326816136935,56.094326816136935
44,4,5,erd,left,0.8810974656024385,0.6688076892432173,21.991963298327477,48.02489174357903
44,4,5,erd,right,0.8538869867551857,0.6215995095693936,25.803162968716673,51.56696655051655
